query,view,goal_blind_mbu,forward_match_mbu,base_mbu,text_mbu,vcdesign_ced_mbu,ced_minus_base,ced_minus_text,base_hvhit_10,base_hvhit_20,base_hvhit_50,text_hvhit_10,text_hvhit_20,text_hvhit_50,vcdesign_ced_hvhit_10,vcdesign_ced_hvhit_20,vcdesign_ced_hvhit_50,owning_section
YWHAB,0,0.1987422035122323,-0.02875411293085604,-0.009730481882701212,0.015330626947092666,-0.07536958205629263,-0.06563910017359141,-0.0907002090033853,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,sec:heldout
CALR,0,0.06348401929640736,0.3615491446571964,0.5833552948584146,0.5670601431624556,0.6137845129983578,0.03042921813994315,0.046724369835902224,8.0,12.0,21.0,8.0,15.0,19.0,9.0,12.0,23.0,sec:heldout
NF1,0,-0.08830455207379954,-0.016333371475903753,0.35185416076186254,0.42387557726835423,0.26858972225814226,-0.08326443850372028,-0.15528585501021197,7.0,8.0,12.0,9.0,11.0,13.0,6.0,8.0,10.0,sec:heldout
DLX2,0,0.3271462568899952,0.0500090890111168,0.5011328861868384,0.3902308968556681,0.33834094724757274,-0.16279193893926563,-0.05188994960809534,5.0,8.0,10.0,4.0,5.0,8.0,3.0,6.0,7.0,sec:heldout
GLRX2,0,-0.04933559760041447,0.017527955338144687,0.028562166971770095,0.22092861254270946,-0.016696387609342642,-0.045258554581112734,-0.2376250001520521,0.0,3.0,5.0,2.0,3.0,4.0,0.0,1.0,3.0,sec:heldout
NCOA6,0,0.11845296035442528,0.0744738027254162,-0.07609991993075153,-0.21084359529855143,-0.04793276860193845,0.028167151328813082,0.16291082669661297,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,sec:heldout
VPS8,0,0.14072991327268577,-0.1176386387186939,0.14263530860943963,0.13753093202757727,0.08784816125873263,-0.054787147350707,-0.04968277076884464,3.0,3.0,4.0,2.0,2.0,5.0,2.0,4.0,7.0,sec:heldout
MRPL19,0,0.22551443415506078,0.564842563883512,0.5927231347605956,0.6006561886901504,0.6203059161114282,0.027582781350832586,0.019649727421277796,8.0,12.0,17.0,8.0,14.0,17.0,8.0,13.0,20.0,sec:heldout
GP1BB,0,0.2162647127847073,-0.04758894917131723,0.07045957551728665,0.04219895387689004,0.025791587807895422,-0.04466798770939123,-0.016407366068994615,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,sec:heldout
C9orf16,0,0.24504537129437112,0.18762406977312318,0.09559616074279638,0.4421381503816786,0.18849727483251058,0.0929011140897142,-0.25364087554916803,2.0,3.0,5.0,6.0,10.0,11.0,2.0,3.0,6.0,sec:heldout
RINT1,0,0.2866895521922895,0.12279225198791129,0.515804939097923,0.5484555790995607,0.5442353491742785,0.028430410076355495,-0.0042202299252821485,5.0,10.0,14.0,5.0,10.0,13.0,4.0,9.0,19.0,sec:heldout
MRPL32,0,0.10292588427655365,0.5756061316057227,0.6908629329367161,0.6592956913869434,0.7054367794349462,0.014573846498230125,0.046141088048002765,8.0,12.0,18.0,8.0,14.0,17.0,8.0,14.0,20.0,sec:heldout
POGK,0,-0.43612718728222727,-0.021194171692948644,-0.0969460839529666,0.00031826968849691376,-0.0702873384759125,0.026658745477054102,-0.0706056081644094,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,sec:heldout
ZNF335,0,0.2263271981982841,0.32665985402812137,-0.038245121008262856,0.1385341481088496,0.0388304843827656,0.07707560539102845,-0.099703663726084,2.0,4.0,5.0,1.0,1.0,3.0,3.0,3.0,6.0,sec:heldout
PPP1R2,0,0.17120167174547327,0.1534136548091572,0.3189543551496401,0.4003774168782614,0.4402737413709255,0.12131938622128541,0.039896324492664115,4.0,7.0,10.0,4.0,7.0,12.0,7.0,10.0,17.0,sec:heldout
RFX6,0,-0.1120560354958426,0.07445836561069429,-0.06300823285287437,-0.15981314092410903,-0.12880545325761292,-0.06579722040473855,0.031007687666496114,0.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,sec:heldout
MAN1A2,0,0.17904497797742638,0.10532389126869367,0.4195331034228303,0.47310383687559715,0.46195287385066647,0.04241977042783618,-0.011150963024930682,6.0,7.0,12.0,5.0,8.0,12.0,6.0,9.0,14.0,sec:heldout
DDX3X,0,0.301711895320901,0.3348397935930336,0.204603218778167,0.36647592224166653,0.35708544114155893,0.15248222236339193,-0.009390481100107595,3.0,5.0,8.0,3.0,5.0,10.0,4.0,7.0,11.0,sec:heldout
POLR1A,0,0.38223915222942906,0.5443287245239761,0.5833540877953843,0.4771362511801487,0.6322765748933353,0.048922487097950995,0.15514032371318665,10.0,15.0,16.0,8.0,14.0,15.0,10.0,15.0,25.0,sec:heldout
ABCC1,0,0.38410036175257983,-0.05999561617709831,0.12656619845145187,0.28837167979674305,0.153163551533376,0.026597353081924124,-0.13520812826336706,1.0,1.0,1.0,3.0,5.0,5.0,1.0,1.0,3.0,sec:heldout
POLR2M,0,0.3637279434447849,0.36775834221915066,0.42375506166438304,0.5153557390230645,0.45906759774560096,0.03531253608121793,-0.056288141277463566,6.0,8.0,11.0,7.0,11.0,15.0,6.0,8.0,12.0,sec:heldout
CHMP1A,0,0.3418422820961373,0.010568893319753546,0.2856354522872849,0.40821880827927187,0.3273212932984987,0.04168584101121381,-0.08089751498077319,2.0,6.0,11.0,4.0,5.0,15.0,3.0,6.0,13.0,sec:heldout
PEX1,0,0.40507743406163765,0.2291017721702732,0.36444849393491713,0.4761935614060751,0.39479397774757635,0.030345483812659224,-0.08139958365849875,2.0,3.0,5.0,5.0,7.0,10.0,2.0,4.0,9.0,sec:heldout
EIF3F,0,0.4918063690242563,0.19504952274102463,0.5079842051324926,0.5257733574060032,0.5332544611376929,0.025270256005200276,0.007481103731689753,5.0,6.0,9.0,6.0,8.0,11.0,6.0,8.0,14.0,sec:heldout
COPS2,0,0.286948317070763,0.17096832488019706,0.5487813915214421,0.5283595304071679,0.5611083567582736,0.012326965236831522,0.032748826351105764,6.0,9.0,14.0,7.0,9.0,13.0,5.0,9.0,14.0,sec:heldout
BZW1,0,0.0785334338132109,0.01584627646028978,0.14966852167786385,-0.031143580769709245,0.02795700199876015,-0.1217115196791037,0.0591005827684694,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,sec:heldout
EXOC5,0,0.2996012354469453,0.014630248715860198,0.3421542558190265,0.31349389229360874,0.3328368103678301,-0.009317445451196393,0.019342918074221338,3.0,7.0,10.0,4.0,6.0,10.0,3.0,8.0,12.0,sec:heldout
ALKBH4,0,-0.536912458767948,0.10736398443428626,-0.2707725846181238,-0.3630695678448359,-0.12677717678654102,0.1439954078315828,0.2362923910582949,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,sec:heldout
RAB10,0,0.199127677745328,0.029794076837743568,0.07740203038703473,-0.22681015274289903,0.05159068343658472,-0.025811346950450016,0.27840083617948375,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,sec:heldout
HCFC1,0,0.2962763899733683,-0.003604835705017731,0.28096516202899574,0.34899176258655323,0.24003546294593603,-0.04092969908305971,-0.1089562996406172,3.0,5.0,6.0,4.0,9.0,11.0,2.0,4.0,8.0,sec:heldout
RPRD1B,0,0.21261511463693972,0.12145726221318665,0.28435622272096167,0.2855467666519084,0.28603096221809937,0.0016747394971377005,0.00048419556619094806,4.0,6.0,11.0,4.0,6.0,7.0,5.0,6.0,9.0,sec:heldout
MAX,0,0.3230849711005303,0.4012339367598386,0.4745484855112507,0.56925394394423,0.5409237993638075,0.06637531385255685,-0.02833014458042249,6.0,10.0,14.0,8.0,14.0,17.0,7.0,11.0,14.0,sec:heldout
COX15,0,0.3800346464385409,-0.020090137138692666,0.6030880535491795,0.6302498232278068,0.6287299846077775,0.025641931058598022,-0.0015198386200292457,6.0,9.0,15.0,5.0,12.0,16.0,6.0,10.0,16.0,sec:heldout
HMGA1,0,0.13561897248668212,-0.010443486063874198,-0.010969460557048607,-0.12401585916429296,-0.2936012708515487,-0.2826318102945001,-0.16958541168725572,2.0,5.0,8.0,0.0,1.0,4.0,0.0,0.0,1.0,sec:heldout
FCGRT,0,0.21483721019868776,0.4243482569908492,0.5069798085601235,0.5022242156961672,0.53683326529232,0.029853456732196526,0.03460904959615285,6.0,9.0,11.0,6.0,10.0,12.0,6.0,9.0,14.0,sec:heldout
RPS12,0,0.19757114829296415,0.6084257209838584,0.6310879204877087,0.5615222837938725,0.7116538600138469,0.08056593952613822,0.15013157621997442,9.0,16.0,17.0,9.0,14.0,15.0,10.0,17.0,24.0,sec:heldout
USPL1,0,0.24238783709766545,0.3034760947210111,0.45103021582347164,0.42549207197960137,0.4633125055824629,0.01228228975899126,0.037820433602861525,4.0,9.0,12.0,6.0,9.0,11.0,4.0,10.0,15.0,sec:heldout
IPO5,0,-0.5514837676321903,0.03977304268784448,-0.5877550731745836,-0.46037768785998057,-0.46754649965242995,0.1202085735221537,-0.007168811792449381,0.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,3.0,sec:heldout
CENPK,0,0.44732631470838075,0.13316615900636095,0.46910271488870553,0.5392083171683831,0.48839017854695316,0.019287463658247628,-0.050818138621429976,5.0,7.0,11.0,7.0,10.0,16.0,4.0,8.0,12.0,sec:heldout
EP400,0,0.3017663299513192,0.31669522784382825,0.5219423403050603,0.5629059374730151,0.573370225196388,0.05142788489132777,0.010464287723372934,9.0,13.0,15.0,8.0,14.0,16.0,9.0,12.0,17.0,sec:heldout
MCRS1,0,0.043993035722542144,0.09095945831094678,0.4698626419860112,0.5702346630190925,0.46482403003123585,-0.0050386119547753405,-0.10541063298785669,6.0,7.0,13.0,7.0,11.0,15.0,7.0,9.0,13.0,sec:heldout
ETFA,0,0.11516708463075302,0.5640322463745054,0.25502739040949957,0.4500678635472502,0.48495094977636555,0.22992355936686598,0.034883086229115345,3.0,5.0,12.0,5.0,7.0,11.0,6.0,8.0,13.0,sec:heldout
RBM14-RBM4,0,0.3600135075766063,0.08415417846474584,0.4703585748943829,0.5309690296680449,0.5663760241608208,0.0960174492664379,0.035406994492775845,5.0,6.0,9.0,7.0,10.0,13.0,6.0,7.0,15.0,sec:heldout
CNOT4,0,-0.6200356935697894,0.04147428805811813,0.2291067268245699,-0.17103836866277433,0.1760293502809015,-0.0530773765436684,0.34706771894367583,1.0,1.0,1.0,1.0,2.0,3.0,0.0,2.0,6.0,sec:heldout
TUBA1C,0,0.08383218756047671,-0.11871133062588173,0.014481600938223657,0.04103498062287728,0.02937502236364037,0.014893421425416711,-0.011659958259236915,0.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,2.0,sec:heldout
AMPD3,0,0.009235585732513384,-0.03183911994534544,0.11136129778067805,0.15732550726570307,0.010496611502837476,-0.10086468627784057,-0.1468288957628656,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,sec:heldout
SOD1,0,0.2227822095737885,-0.06715980948644991,0.3756766699916656,0.3138354712940644,0.23584292260041528,-0.13983374739125032,-0.07799254869364913,4.0,7.0,8.0,2.0,5.0,7.0,3.0,4.0,11.0,sec:heldout
SFXN1,0,0.22092315159837408,0.06237890503803967,0.4047874576349084,0.4569684787925568,0.46822604451301153,0.06343858687810311,0.01125756572045472,4.0,7.0,11.0,5.0,9.0,14.0,5.0,6.0,9.0,sec:heldout
SUZ12,0,0.004403099643564068,-0.004939562121934441,0.12423672741265857,-0.051539232536088185,0.1734876449161239,0.04925091750346533,0.2250268774522121,1.0,2.0,5.0,1.0,1.0,2.0,1.0,2.0,3.0,sec:heldout
CNOT3,0,0.4373023960657643,0.10014486333455684,0.4531695359601317,0.46202100557945736,0.49148100952500134,0.038311473564869636,0.02946000394554399,7.0,9.0,11.0,6.0,9.0,11.0,6.0,9.0,15.0,sec:heldout
ZNF786,0,0.19048045532392144,0.09360376083128032,0.4600841821366621,0.445358404042647,0.21338142132378635,-0.24670276081287573,-0.23197698271886064,6.0,8.0,10.0,7.0,10.0,12.0,2.0,6.0,10.0,sec:heldout
UTP11,0,0.2130202700758422,0.7099581560734608,0.659704750417886,0.5916767970935396,0.7375882198026636,0.07788346938477764,0.14591142270912405,10.0,14.0,16.0,9.0,12.0,13.0,10.0,17.0,23.0,sec:heldout
SRF,0,-0.5594723234078831,0.250044645601782,0.17072654993032854,0.026983014015743132,0.3064720939847949,0.13574554405446637,0.27948907996905176,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,6.0,sec:heldout
ZFP36L2,0,-0.04321079624657479,-0.042848892512887427,0.17425336807445968,-0.19529442648828255,0.15875757869205523,-0.015495789382404451,0.35405200518033775,2.0,4.0,8.0,0.0,1.0,1.0,2.0,3.0,8.0,sec:heldout
DNAJC19,0,0.31400096272487193,0.3430584868851059,0.5404197353588204,0.5845989271938834,0.5680073026273688,0.027587567268548385,-0.01659162456651464,6.0,10.0,13.0,6.0,9.0,13.0,6.0,11.0,21.0,sec:heldout
ZNF704,0,0.4253393793040128,-0.049379919302545296,0.3321471223136899,0.35035680283856613,0.21881873376115213,-0.1133283885525378,-0.131538069077414,4.0,6.0,9.0,5.0,7.0,8.0,2.0,5.0,6.0,sec:heldout
SRRM2,0,0.12337046884394566,0.1409603267005353,0.2836534727411492,0.3372885922666448,0.2970749087421484,0.01342143600099921,-0.04021368352449639,4.0,6.0,15.0,6.0,10.0,12.0,3.0,10.0,17.0,sec:heldout
DTYMK,0,0.06664101899553093,0.6793367066510411,0.6812311069261564,0.664818729813682,0.7204419606479241,0.03921085372176769,0.05562323083424214,9.0,13.0,19.0,8.0,12.0,16.0,9.0,13.0,21.0,sec:heldout
COPRS,0,-0.05478508119585285,0.20445885498220942,0.4501948381427526,0.3011866552599585,0.5816112353677401,0.1314163972249875,0.28042458010778154,5.0,10.0,13.0,4.0,5.0,6.0,7.0,11.0,17.0,sec:heldout
APIP,0,-0.6170210287949471,0.09305194565260295,-0.025500780583575144,0.008063444473866931,-0.039158543563592364,-0.01365776298001722,-0.04722198803745929,1.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,sec:heldout
COPS8,0,0.28142336067685464,0.20333551024185004,0.5193956210024405,0.5131050843202137,0.5474810499971994,0.028085428994758854,0.03437596567698564,4.0,8.0,16.0,5.0,9.0,11.0,3.0,8.0,14.0,sec:heldout
SPHK1,0,-0.11679187839741186,-0.05210682670403094,-0.1718966570556797,-0.0076739015676247635,0.06133812227270304,0.23323477932838274,0.06901202384032781,1.0,1.0,3.0,0.0,2.0,3.0,0.0,2.0,5.0,sec:heldout
UQCRB,0,0.2951918723950016,0.2804796373113991,0.6307527181752364,0.5927794833743565,0.6382872495049569,0.007534531329720484,0.04550776613060037,8.0,12.0,18.0,8.0,12.0,15.0,8.0,12.0,19.0,sec:heldout
MAP7D3,0,0.155160535160034,0.14808366144371662,0.059567254444059504,0.016934177673788162,0.07170238315943671,0.012135128715377204,0.05476820548564855,1.0,1.0,5.0,0.0,1.0,7.0,1.0,2.0,5.0,sec:heldout
RNMT,0,0.2704870019745263,0.19402583714578306,0.5090282594456371,0.4490471671377024,0.5484573132779161,0.039429053832279015,0.09941014614021376,9.0,12.0,14.0,8.0,10.0,12.0,8.0,13.0,22.0,sec:heldout
NACA,0,0.4787226512980431,-0.025718261263231842,0.4369475054552115,0.4471233185898009,0.5092625194377948,0.07231501398258328,0.06213920084799385,5.0,5.0,8.0,5.0,5.0,8.0,6.0,7.0,12.0,sec:heldout
YPEL5,0,0.36240799963013565,0.1068396776668682,0.4699080481160585,0.37373562546651146,0.42775509500447534,-0.04215295311158318,0.05401946953796388,5.0,7.0,13.0,4.0,5.0,9.0,5.0,6.0,9.0,sec:heldout
TBPL1,0,0.21076883916631495,0.09891206797399822,0.40648577404153446,0.5176620903950931,0.3961219717205395,-0.010363802320994986,-0.12154011867455367,5.0,6.0,9.0,4.0,9.0,11.0,4.0,5.0,14.0,sec:heldout
PEBP1,0,-0.1863818100345158,-0.15656504587371317,-0.4269560549001074,-0.2803383669998456,-0.47960909908295474,-0.05265304418284733,-0.19927073208310914,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,sec:heldout
GIGYF2,0,0.4657431015683979,-0.011202616212635163,0.37104220540535743,0.42194173291751885,0.36056459716020245,-0.010477608245154979,-0.0613771357573164,4.0,6.0,10.0,5.0,6.0,8.0,3.0,8.0,11.0,sec:heldout
SHC1,0,0.2429522616760549,0.15527023442200408,0.4339471025337393,0.47232180496389203,0.46138581612567514,0.027438713591935837,-0.010935988838216892,5.0,13.0,18.0,7.0,13.0,17.0,6.0,13.0,22.0,sec:heldout
ETF1,0,0.295734293273229,0.48337161852705757,0.5559703636321188,0.6282041755462643,0.6314648900779175,0.07549452644579868,0.0032607145316532193,6.0,8.0,11.0,7.0,11.0,15.0,6.0,12.0,21.0,sec:heldout
OGFOD1,0,0.47818348582618037,0.018397054719150596,0.33346219115445885,0.5777699013390966,0.4275048612883717,0.09404267013391282,-0.15026504005072489,4.0,5.0,8.0,8.0,11.0,14.0,4.0,7.0,19.0,sec:heldout
PGBD1,0,-0.2609557560352232,0.08272541511288169,0.09309216559522893,0.07484286130463662,0.12858433518388962,0.035492169588660694,0.053741473879253,0.0,0.0,2.0,1.0,2.0,3.0,0.0,1.0,3.0,sec:heldout
MCM3,0,0.2317063467860647,0.6029054628241178,0.66395751635799,0.6516490322357097,0.6748429813702552,0.010885465012265172,0.023193949134545533,8.0,11.0,17.0,7.0,13.0,17.0,7.0,12.0,17.0,sec:heldout
BNIP1,0,0.2705611404040968,0.14636193048292975,0.4979885347803316,0.5800258918720834,0.5585397841885654,0.06055124940823381,-0.021486107683517996,6.0,8.0,11.0,6.0,10.0,13.0,6.0,9.0,20.0,sec:heldout
PRR12,0,0.04962016908799024,-0.03706526337822113,0.039213881156314113,0.20433161775378839,-0.08444481275442879,-0.12365869391074291,-0.28877643050821716,1.0,1.0,4.0,2.0,3.0,5.0,0.0,0.0,1.0,sec:heldout
TRMT5,0,0.22791651929499715,0.43873461355811366,0.6000661129183883,0.6544770449643225,0.6198811423991417,0.01981502948075342,-0.03459590256518075,8.0,14.0,18.0,9.0,14.0,17.0,7.0,14.0,23.0,sec:heldout
EID1,0,0.34103474805759354,-0.12504524157724098,0.3477189848371535,0.44459445882228055,0.3428280854074727,-0.004890899429680795,-0.10176637341480782,3.0,7.0,11.0,4.0,8.0,12.0,4.0,9.0,12.0,sec:heldout
NT5M,0,-0.04593164784883793,-0.07328584896972068,-0.004221627172031325,0.05614533962030219,-0.05678509563027879,-0.05256346845824746,-0.11293043525058097,0.0,1.0,2.0,0.0,2.0,8.0,0.0,2.0,4.0,sec:heldout
TFDP1,0,0.02451381901281936,0.3053707444308502,0.5110122559188337,0.45126014702680967,0.5712609292731122,0.060248673354278526,0.12000078224630256,9.0,12.0,19.0,6.0,11.0,16.0,9.0,12.0,19.0,sec:heldout
CDCA2,0,0.2145905481978713,-0.12658823972021152,-0.13506040998143617,-0.18898074840882995,-0.15983099491774713,-0.024770584936310958,0.029149753491082814,1.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,3.0,sec:heldout
APC,0,0.04172776338714801,-0.033135829345696526,-0.11763339718780046,0.1303309890235289,-0.16714347388886264,-0.04951007670106218,-0.29747446291239155,1.0,2.0,2.0,2.0,3.0,4.0,0.0,0.0,4.0,sec:heldout
WDR5,0,0.47092044175719866,0.11375572383406578,0.4314048713259096,0.41047510850715146,0.42976122084104257,-0.001643650484867032,0.019286112333891103,5.0,9.0,9.0,4.0,9.0,12.0,3.0,7.0,12.0,sec:heldout
PDCD10,0,-0.5840660225809552,0.14954750601801745,0.15955825868963727,0.06220261456197879,0.2508321267158025,0.09127386802616524,0.18862951215382373,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,sec:heldout
USP21,0,0.06244908232089307,0.06421529054333559,0.26147440963399543,0.12038788949649348,0.29335653011787577,0.03188212048388034,0.17296864062138229,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,7.0,sec:heldout
ATP6V1F,0,0.228358804772725,0.17590416674276496,0.2768603837464155,0.27692263462189753,0.3275413457656266,0.05068096201921113,0.05061871114372907,3.0,7.0,12.0,3.0,9.0,16.0,4.0,8.0,11.0,sec:heldout
RBM7,0,0.4319986498265516,0.003652558792724634,0.30949263670009763,0.2750058382755283,0.3331226135596264,0.02362997685952878,0.05811677528409809,2.0,2.0,6.0,2.0,2.0,4.0,2.0,3.0,6.0,sec:heldout
C19orf53,0,0.1447605281530089,-0.03180520243422889,-0.009766900892727026,0.05403961627670172,0.09249435882674191,0.10226125971946894,0.03845474255004019,1.0,2.0,3.0,3.0,4.0,5.0,2.0,4.0,8.0,sec:heldout
EMC8,0,-0.5462647407370723,0.05999395594321463,-0.044704214188743284,-0.0040586990715903255,-0.06296785016845123,-0.018263635979707947,-0.05890915109686091,0.0,1.0,4.0,1.0,1.0,3.0,0.0,1.0,3.0,sec:heldout
CBFB,0,0.09055602537294986,0.03738735306452941,0.0010482624912680945,0.005444338179504043,-0.01978447422510866,-0.020832736716376754,-0.025228812404612704,0.0,2.0,5.0,1.0,1.0,4.0,0.0,1.0,5.0,sec:heldout
YWHAE,0,0.07808505307276642,0.002510866564423781,0.28986428278350984,0.13323530731341762,0.31208634003502794,0.0222220572515181,0.17885103272161032,4.0,4.0,7.0,1.0,2.0,6.0,3.0,4.0,10.0,sec:heldout
PAM16,0,0.37235740593239636,0.5100822572843206,0.5637179859221323,0.6073501702956615,0.5919561014056111,0.028238115483478765,-0.01539406889005046,6.0,9.0,13.0,7.0,8.0,12.0,6.0,10.0,19.0,sec:heldout
HNRNPAB,0,-0.09400326793268236,0.03852612811811912,-0.3295908488208556,-0.3599111160711385,-0.1860748676340014,0.14351598118685419,0.1738362484371371,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,sec:heldout
HOMER3,0,0.2330359951951757,-0.043034832337653574,0.4655559833600591,0.32337290904465965,0.372148842881634,-0.09340714047842508,0.04877593383697437,6.0,9.0,11.0,2.0,7.0,7.0,5.0,7.0,10.0,sec:heldout
RRP12,0,0.2572993295233983,0.7206094740938188,0.6645267456050071,0.5899536485839864,0.7277642996080024,0.06323755400299524,0.13781065102401602,10.0,17.0,18.0,8.0,15.0,16.0,10.0,19.0,26.0,sec:heldout
INTS12,0,0.008945812159842864,0.040262030660928476,0.2532816732505013,0.5193783954173864,0.3479680010784292,0.09468632782792785,-0.17141039433895722,2.0,6.0,9.0,4.0,6.0,9.0,3.0,5.0,12.0,sec:heldout
TOMM7,0,-0.2343906253846623,0.12050873763123997,-0.06672551128653827,-0.16983297908691283,-0.0465096538446482,0.02021585744189007,0.12332332524226464,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,sec:heldout
MAP3K2,0,0.04172132632389117,-0.027947262110891283,-0.07039983331839543,-0.12531400659000666,0.007309433779591264,0.0777092670979867,0.13262344036959792,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,3.0,sec:heldout
THAP2,0,0.07822721587108797,0.16609765601021392,-0.07823049005385327,0.07007410189299577,0.20537463669975922,0.2836051267536125,0.13530053480676346,1.0,1.0,4.0,2.0,3.0,9.0,2.0,2.0,4.0,sec:heldout
CLOCK,0,0.23175671397204908,0.0780362443150814,0.2339743706516143,0.0667504738619497,0.10473044962962223,-0.12924392102199206,0.037979975767672536,3.0,6.0,7.0,3.0,3.0,5.0,2.0,3.0,10.0,sec:heldout
SIPA1,0,0.14253387033150125,0.005471742220799311,0.23134067093724156,0.3360448452839439,0.14219051049698292,-0.08915016044025864,-0.19385433478696099,3.0,5.0,7.0,6.0,6.0,8.0,2.0,2.0,4.0,sec:heldout
COX8A,1,-0.28411787622213464,-0.04563799387798185,0.2614211073479104,0.3309972788066702,0.03660615415667306,-0.22481495319123734,-0.2943911246499971,1.0,5.0,9.0,3.0,5.0,13.0,1.0,1.0,3.0,sec:heldout
PACS2,1,0.3285758772467057,0.013322115228832358,0.5104673990982777,0.5018825804749004,0.5444526665631672,0.0339852674648895,0.042570086088266734,6.0,9.0,15.0,6.0,11.0,16.0,5.0,11.0,18.0,sec:heldout
HIRIP3,1,-0.1139808070974004,0.11995694176860476,0.136457595834331,0.02869825860350858,0.262168472234999,0.125710876400668,0.23347021363149043,1.0,2.0,3.0,1.0,1.0,4.0,2.0,3.0,5.0,sec:heldout
TCF15,1,-0.3607824773496698,0.1796144870665688,0.07145731638134983,0.02414893676309875,-0.04385029003132063,-0.11530760641267046,-0.06799922679441937,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,sec:heldout
TAB2,1,-0.15435099641211122,0.16190626599871993,0.12900260704152292,0.3280375504729139,0.12806176650693654,-0.0009408405345863735,-0.19997578396597734,2.0,5.0,6.0,3.0,5.0,9.0,2.0,3.0,4.0,sec:heldout
SMTN,1,-0.2525211196467687,-0.08492152013606065,-0.1267716348421399,-0.22260172538816148,-0.03621330083708089,0.09055833400505903,0.1863884245510806,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,sec:heldout
THOP1,1,0.05815805778943977,0.17391836870525504,-0.0761029639491153,-0.1766112433479753,-0.06158239929792819,0.014520564651187104,0.1150288440500471,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,sec:heldout
RAB28,1,-0.4938930949402587,-0.08549459535227548,0.034330559324708736,0.018650901742701967,0.0740022977172682,0.03967173839255946,0.05535139597456623,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,sec:heldout
COMTD1,1,-0.10906696754966272,0.010433801263276863,0.09337957259337111,0.12888299568159275,-0.04724623812557841,-0.14062581071894953,-0.17612923380717116,1.0,3.0,4.0,2.0,3.0,9.0,0.0,0.0,0.0,sec:heldout
SYNCRIP,1,0.3080462709011274,0.5810227992268163,0.6385083955774079,0.6146938013987922,0.6982998106731744,0.059791415095766465,0.08360600927438222,10.0,16.0,22.0,9.0,16.0,22.0,10.0,17.0,28.0,sec:heldout
POP4,1,0.3115792206140143,0.7307739471361812,0.6329075918545221,0.6101563631685624,0.7296140162921363,0.09670642443761424,0.11945765312357393,9.0,16.0,17.0,9.0,15.0,16.0,10.0,17.0,24.0,sec:heldout
TPI1,1,0.3445962967202975,0.48030189265755824,0.37423442602087514,0.5299409461455007,0.4970873197867742,0.12285289376589903,-0.03285362635872652,3.0,6.0,8.0,7.0,9.0,11.0,5.0,8.0,20.0,sec:heldout
HNRNPDL,1,0.3493562935444677,0.20544744983324328,0.4761079251107656,0.41778981977361335,0.4450705372616888,-0.03103738784907678,0.02728071748807548,6.0,11.0,18.0,4.0,9.0,15.0,6.0,10.0,17.0,sec:heldout
NELFA,1,0.14648115248251717,0.16830881545200194,0.36949604613816,0.14133343402952867,0.3801912258722864,0.01069517973412637,0.2388577918427577,6.0,8.0,13.0,3.0,5.0,7.0,4.0,10.0,13.0,sec:heldout
VPS29,1,0.18558934570600796,0.08963204844182647,0.27947044751854966,0.42429484539322543,0.3362243757460491,0.05675392822749942,-0.08807046964717635,2.0,5.0,9.0,5.0,8.0,14.0,3.0,6.0,11.0,sec:heldout
ZNF780A,1,-0.3072001012620378,0.1355773428775746,0.021268855242186625,-0.020361432183149765,0.04118748474235418,0.019918629500167557,0.061548916925503946,0.0,1.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,sec:heldout
BUD23,1,0.19906362555324178,0.730971197387036,0.6753627308643179,0.6400973001826681,0.7550330547675196,0.07967032390320172,0.1149357545848515,10.0,17.0,18.0,10.0,14.0,15.0,10.0,19.0,26.0,sec:heldout
